external_id,name,date_of_birth,outcome_datetime,age_outcome_days,animal_type,outcome_type,outcome_subtype,sex,is_intact,breed,color
A918571,Burger Bun,2023-11-24,2024-11-23 01:09:00,365.0,Dog,Public Assist,Normal,Female,True,German Pinscher,Black/Tan
A918572,Cheesecake,2024-03-28,2024-11-23 01:19:00,240.0,Dog,Stray,Normal,Male,False,Labrador Retriever Mix,Tan
A918583,*Alfie,2023-11-24,2024-11-23 08:37:00,365.0,Dog,Stray,Injured,Male,True,Pit Bull,Black/Black
A918587,,2024-07-26,2024-11-23 10:08:00,120.0,Dog,Stray,Normal,Male,True,Pug,Fawn
A913081,*Goober,2024-03-28,2024-11-23 12:43:00,240.0,Dog,Owner Surrender,Normal,Male,False,Border Collie/Labrador Retriever,Black/White
A855003,Luna,2021-11-24,2024-11-23 14:09:00,1095.0,Dog,Stray,Normal,Female,True,Pit Bull Mix,White/Brown
A918595,Tom,2020-11-24,2024-11-23 14:39:00,1460.0,Cat,Stray,Normal,Male,False,Domestic Shorthair,White
A918596,Jr,2021-11-24,2024-11-23 14:58:00,1095.0,Dog,Owner Surrender,Normal,Male,True,Pit Bull,Tan/White
A918597,*Eggroll,2024-05-27,2024-11-23 15:22:00,180.0,Dog,Stray,Injured,Male,True,Smooth Fox Terrier Mix,Tan
A918600,Bud,2014-11-26,2024-11-23 15:54:00,3650.0,Dog,Stray,Normal,Male,True,West Highland,White
A913084,Simba,2018-11-25,2024-11-23 23:32:00,2190.0,Dog,Stray,Injured,Male,False,Siberian Husky,Black/White
A918641,*Klaus,2023-11-25,2024-11-24 08:29:00,365.0,Dog,Stray,Normal,Male,True,Great Pyrenees,White
A918607,Fendi,2020-11-25,2024-11-24 10:01:00,1460.0,Dog,Public Assist,Normal,Female,True,English Bulldog/Pit Bull,Black/Brown
A898756,Hank,2023-12-30,2024-11-24 12:06:00,330.0,Dog,Stray,Normal,Male,False,Labrador Retriever Mix,Gold/Tan
A918617,*Summit,2020-11-25,2024-11-24 12:36:00,1460.0,Dog,Abandoned,Normal,Male,True,Labrador Retriever/Great Pyrenees,White/Black
A918619,Tiny,2024-01-29,2024-11-24 12:57:00,300.0,Dog,Stray,Normal,Female,True,Labrador Retriever Mix,Black
A918621,Ver,2021-11-25,2024-11-24 13:05:00,1095.0,Dog,Owner Surrender,Normal,Male,True,Labrador Retriever Mix,Black/White
A865403,Sugar,2012-11-27,2024-11-24 15:19:00,4380.0,Cat,Stray,Injured,Female,False,Domestic Shorthair,Brown Tabby
A917800,Popcorn,2024-09-25,2024-11-24 15:22:00,60.0,Cat,Owner Surrender,Normal,Male,False,Domestic Shorthair,Orange Tabby/White
A918631,Chulo,2024-06-27,2024-11-24 17:51:00,150.0,Dog,Abandoned,Normal,Male,True,Doberman Pinsch Mix,Black/Tan
A918632,Ruger,2020-11-25,2024-11-24 19:01:00,1460.0,Dog,Stray,Normal,Male,False,Bull Terrier/Pit Bull,White/Black
A918648,Ares,2022-11-26,2024-11-25 09:41:00,730.0,Dog,Stray,Normal,Female,True,American Pit Bull Terrier,Tan
A918647,*Orchid,2023-11-26,2024-11-25 09:41:00,365.0,Dog,Stray,Normal,Female,True,Plott Hound,Brown Brindle
A918649,*Buddy The Elf,2021-11-26,2024-11-25 09:41:00,1095.0,Dog,Stray,Normal,Male,True,Pointer/Labrador Retriever,Tan/White
A918645,,2022-11-26,2024-11-25 09:41:00,730.0,Dog,Stray,Pregnant,Female,True,German Shepherd,Brown
A918646,Ashley,2024-06-28,2024-11-25 09:41:00,150.0,Dog,Stray,Unknown,Female,True,American Pit Bull Terrier Mix,Brown/White
A918651,*Oscar,2024-03-30,2024-11-25 10:27:00,240.0,Dog,Stray,Normal,Male,True,Australian Kelpie Mix,Brown Brindle
A918654,Mu,2019-11-27,2024-11-25 10:57:00,1825.0,Dog,Owner Surrender,Normal,Male,False,Australian Cattle Dog,White/Black
A918657,*Boba,2023-11-26,2024-11-25 11:07:00,365.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair,White/Black
A918653,*Mariah,2024-08-27,2024-11-25 11:11:00,90.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Black
A918655,*Cassiday,2023-11-26,2024-11-25 11:20:00,365.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair,Black
A918658,*Jimmy,2024-05-29,2024-11-25 11:41:00,180.0,Other,Stray,Normal,Male,True,Lionhead,Gray/White
A918668,*Pluto,2024-09-26,2024-11-25 11:59:00,60.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,White/Brown Tabby
A918665,*Scotch,2024-10-26,2024-11-25 12:04:00,30.0,Dog,Stray,Neonatal,Female,True,Labrador Retriever,Brown/Black
A918667,*Lacebark,2024-10-26,2024-11-25 12:04:00,30.0,Dog,Stray,Neonatal,Female,True,Labrador Retriever,Black/White
A918666,*Spruce,2024-10-26,2024-11-25 12:04:00,30.0,Dog,Stray,Neonatal,Male,True,Labrador Retriever,Black/White
A918664,*Virginia,2024-10-26,2024-11-25 12:04:00,30.0,Dog,Stray,Neonatal,Female,True,Labrador Retriever,Brown/Black
A918661,*Bishop,2024-10-26,2024-11-25 12:04:00,30.0,Dog,Stray,Neonatal,Female,True,Labrador Retriever,White/Brown
A918662,*Cypress,2024-10-26,2024-11-25 12:04:00,30.0,Dog,Stray,Neonatal,Male,True,Labrador Retriever,White/Black
A918663,*Douglas,2024-10-26,2024-11-25 12:04:00,30.0,Dog,Stray,Neonatal,Male,True,Labrador Retriever,Brown
A918660,*Fraser,2024-10-26,2024-11-25 12:04:00,30.0,Dog,Stray,Neonatal,Male,True,Labrador Retriever,White/Black
A918659,*Hemlock,2024-10-26,2024-11-25 12:04:00,30.0,Dog,Stray,Neonatal,Female,True,Labrador Retriever,White/Brown
A915496,Zola,2024-04-29,2024-11-25 12:32:00,210.0,Dog,Owner Surrender,Normal,Female,False,Redbone Hound Mix,Fawn/Brown
A918684,,2024-08-27,2024-11-25 13:01:00,90.0,Cat,Stray,Sick,Male,True,Domestic Shorthair,Black
A918687,,2024-08-27,2024-11-25 13:04:00,90.0,Cat,Stray,Medical,Male,True,Domestic Shorthair,Orange Tabby/White
A918642,Flex,2021-11-26,2024-11-25 13:18:00,1095.0,Dog,Owner Surrender,Injured,Male,True,Siberian Husky,Black/White
A918688,*Frankie,2024-06-28,2024-11-25 13:58:00,150.0,Dog,Stray,Normal,Male,True,Labrador Retriever/Catahoula,Tan/White
A918698,*Sampson,2024-06-28,2024-11-25 14:23:00,150.0,Cat,Stray,Normal,Male,True,Siamese,Chocolate Point
A918699,*Nutmeg,2023-11-26,2024-11-25 14:27:00,365.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Torbie
A918700,,2023-11-26,2024-11-25 14:48:00,365.0,Cat,Abandoned,Normal,Male,True,Domestic Shorthair,Black
A918701,Bella Nova,2024-06-28,2024-11-25 14:55:00,150.0,Dog,Public Assist,Normal,Female,True,Chihuahua Shorthair Mix,Brown/White
A918245,Doobie,2022-11-26,2024-11-25 17:48:00,730.0,Dog,Public Assist,Normal,Male,True,Pit Bull/Labrador Retriever,Brown
A918742,,2023-11-27,2024-11-26 10:18:00,365.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair,Brown Tabby
A918745,*Iced Tea,2019-11-28,2024-11-26 11:08:00,1825.0,Dog,Owner Surrender,Normal,Male,True,Pit Bull,Tan
A918747,Coco,2019-11-28,2024-11-26 11:08:00,1825.0,Dog,Owner Surrender,Normal,Female,True,Pit Bull,White/Brown
A918744,*Toaster,2024-05-30,2024-11-26 11:23:00,180.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Brown Tabby
A918749,*Dewdrop,2023-11-27,2024-11-26 11:58:00,365.0,Cat,Stray,Injured,Male,False,Domestic Shorthair,Black/White
A918752,Max,2024-10-27,2024-11-26 12:13:00,30.0,Dog,Stray,Normal,Male,True,Border Collie,Black Brindle/White
A916969,*Elphaba,2024-03-31,2024-11-26 12:38:00,240.0,Dog,Stray,Normal,Female,True,Wire Hair Fox Terrier,Black/White
A918755,Nox,2024-08-28,2024-11-26 12:56:00,90.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Black
A918760,Xena,2023-11-27,2024-11-26 13:13:00,365.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair,Apricot
A917995,,2024-10-27,2024-11-26 13:28:00,30.0,Cat,Stray,Normal,Female,True,Domestic Medium Hair,Calico
A918761,*Rocky,2024-10-29,2024-11-26 13:31:00,28.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Orange Tabby
A918762,*Fowler,2024-10-29,2024-11-26 13:31:00,28.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Orange Tabby
A918763,*Ginger,2024-10-29,2024-11-26 13:31:00,28.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Orange Tabby
A918764,*Babs,2024-10-29,2024-11-26 13:31:00,28.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Tortie
A918765,*Mac,2024-10-29,2024-11-26 13:31:00,28.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Tortie
A918776,,2024-10-29,2024-11-26 14:08:00,28.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair,Cream Tabby
A918778,Dasher,2022-11-27,2024-11-26 15:27:00,730.0,Cat,Abandoned,Normal,Male,True,Domestic Shorthair,Brown Tabby
A918779,*Murphy,2022-11-27,2024-11-26 15:27:00,730.0,Cat,Abandoned,Normal,Male,True,Domestic Shorthair,Orange Tabby
A918781,*Robin,2024-10-27,2024-11-26 16:06:00,30.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Orange Tabby
A918783,*Theodore,2024-08-28,2024-11-26 18:03:00,90.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Black
A918788,*Claus,2022-11-28,2024-11-27 07:30:00,730.0,Cat,Stray,Injured,Male,False,Domestic Shorthair,Orange Tabby
A918803,,2023-11-28,2024-11-27 11:09:00,365.0,Dog,Stray,Normal,Female,True,Labrador Retriever,Red
A918805,*Johnny,2024-10-28,2024-11-27 11:11:00,30.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Brown Tabby
A918806,*Forest,2022-11-28,2024-11-27 11:12:00,730.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Brown Tabby
A918804,*Casstronaut,2022-11-28,2024-11-27 11:12:00,730.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Blue
A918814,,2024-10-28,2024-11-27 11:27:00,30.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair,Tortie Point
A918812,,2024-10-28,2024-11-27 11:27:00,30.0,Cat,Owner Surrender,Normal,Male,True,Domestic Shorthair,Seal Point/White
A918811,*Aja,2024-10-28,2024-11-27 11:27:00,30.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair,Tortie
A918819,*Shana,2024-10-28,2024-11-27 11:27:00,30.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair,Tortie/White
A918809,Jem,2024-10-28,2024-11-27 11:27:00,30.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair,Orange Tabby/White
A918808,Bubbles,2024-10-28,2024-11-27 11:27:00,30.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair,Orange Tabby/White
A918810,Ohmara,2024-10-28,2024-11-27 11:27:00,30.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair,Tortie
A918820,Copita,2023-11-28,2024-11-27 11:30:00,365.0,Other,Owner Surrender,Normal,Female,True,Rabbit Sh,Black
A918823,Sweet Pea,2024-05-31,2024-11-27 11:35:00,180.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Black/White
A918824,Mister Cat,2021-11-28,2024-11-27 11:35:00,1095.0,Cat,Stray,Normal,Male,False,Domestic Shorthair,Brown Tabby/White
A918816,Caramel,2024-01-02,2024-11-27 11:40:00,330.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Orange Tabby/White
A829953,Gia,2011-12-01,2024-11-27 11:47:00,4745.0,Dog,Stray,Aged,Female,False,German Shepherd,Black
A918828,*Lola,2024-10-28,2024-11-27 11:50:00,30.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Brown Tabby
A918821,*Becky,2012-11-30,2024-11-27 11:52:00,4380.0,Cat,Stray,Normal,Female,False,Domestic Shorthair,Black/White
A918841,Chuck,2022-11-28,2024-11-27 12:59:00,730.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Gray Tabby
A918843,,2024-08-29,2024-11-27 12:59:00,90.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Orange Tabby
A918846,Dontez,2024-05-01,2024-11-27 13:08:00,210.0,Cat,Owner Surrender,Normal,Male,True,Domestic Shorthair,Blue Tabby/White
A918861,Ollie,2024-09-28,2024-11-27 13:52:00,60.0,Dog,Stray,Normal,Male,True,Great Pyrenees Mix,White
A918860,Rolo,2022-11-28,2024-11-27 13:54:00,730.0,Dog,Stray,Behavior,Male,True,Pit Bull Mix,Brown Brindle/White
A918866,Max,2024-06-30,2024-11-27 14:06:00,150.0,Dog,Owner Surrender,Normal,Male,True,Doberman Pinsch,Black/Red
A917812,*Maverick,2022-11-28,2024-11-27 14:51:00,730.0,Dog,Stray,Normal,Male,True,Border Collie/American Eskimo,White
A918875,*Mistletoe,2022-11-28,2024-11-27 15:16:00,730.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Blue Tabby/White
A918879,Willow,2024-09-28,2024-11-27 16:21:00,60.0,Cat,Stray,Normal,Male,True,Domestic Medium Hair,Gray Tabby
A918370,*Maxine,2024-04-01,2024-11-27 16:28:00,240.0,Dog,Stray,Normal,Female,True,Labrador Retriever Mix,Black
A918371,*Cindy Lou Who,2024-04-01,2024-11-27 16:28:00,240.0,Dog,Stray,Normal,Female,True,Labrador Retriever Mix,Black/White
A914993,Kenny,2024-08-29,2024-11-27 17:40:00,90.0,Cat,Owner Surrender,Normal,Male,False,Domestic Shorthair,Brown Tabby
A918885,*Florence,2018-11-30,2024-11-28 11:40:00,2190.0,Cat,Abandoned,Normal,Female,False,Domestic Shorthair,Calico
A918893,Bella,2024-04-02,2024-11-28 16:53:00,240.0,Dog,Public Assist,Normal,Female,True,Pit Bull Mix,Tan
A850086,Loki,2021-11-29,2024-11-28 18:13:00,1095.0,Dog,Public Assist,Normal,Male,False,Boxer/Chinese Sharpei,Brown Brindle
A918900,Wiley,2023-11-30,2024-11-29 09:39:00,365.0,Dog,Stray,Injured,Female,False,German Shepherd,Black/Tan
A918901,*Shelby,2022-11-30,2024-11-29 09:45:00,730.0,Dog,Stray,Injured,Female,True,Labrador Retriever/Australian Cattle Dog,Tan
A918902,,2022-11-30,2024-11-29 09:51:00,730.0,Cat,Stray,Injured,Unknown,,Domestic Shorthair,Gray
A918906,Astro,2023-11-30,2024-11-29 11:54:00,365.0,Dog,Stray,Injured,Male,True,Ibizan Hound/Australian Cattle Dog,Brown Brindle
A918913,Maple,2020-11-30,2024-11-29 23:01:00,1460.0,Dog,Stray,Normal,Female,True,Labrador Retriever Mix,Tan
A918889,Marty,2024-07-03,2024-11-30 09:00:00,150.0,Dog,Stray,Injured,Male,True,Labrador Retriever,White/Yellow
A918915,*Archie,2016-12-02,2024-11-30 09:35:00,2920.0,Dog,Stray,Medical,Male,True,Pit Bull,Blue/White
A918916,Cash,2019-12-02,2024-11-30 09:51:00,1825.0,Dog,Stray,Injured,Male,False,Labrador Retriever Mix,Black/White
A918917,Betty,2024-06-03,2024-11-30 10:09:00,180.0,Dog,Abandoned,Normal,Female,True,Labrador Retriever,Black
A918435,*Blitz,2024-08-02,2024-11-30 10:52:00,120.0,Dog,Stray,Normal,Male,True,Labrador Retriever Mix,Gold
A918918,Louie,2024-10-31,2024-11-30 11:02:00,30.0,Cat,Abandoned,Injured,Male,True,Domestic Shorthair,Black/White
A918935,,2024-10-31,2024-11-30 11:58:00,30.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Cream Tabby
A918934,,2024-10-31,2024-11-30 11:58:00,30.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Cream Tabby
A918933,,2023-12-01,2024-11-30 11:58:00,365.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Cream Tabby
A918942,Azula,2016-12-02,2024-11-30 13:59:00,2920.0,Dog,Abandoned,Injured,Female,True,Miniature Poodle,White
A918943,Beatrice,2018-12-02,2024-11-30 13:59:00,2190.0,Dog,Abandoned,Injured,Female,True,Toy Poodle/Maltese,White/Tan
A918945,Fred,2018-12-02,2024-11-30 13:59:00,2190.0,Dog,Abandoned,Normal,Male,True,Shih Tzu,White/Tan
A918949,Buddy,2013-12-03,2024-11-30 14:20:00,4015.0,Dog,Stray,Medical,Male,False,West Highland,White
A918950,Duke,2021-12-01,2024-11-30 14:53:00,1095.0,Dog,Public Assist,Normal,Male,True,Pit Bull,Brown Brindle
A918951,Buttercup,2020-12-01,2024-11-30 14:53:00,1460.0,Dog,Public Assist,Normal,Female,False,Maltese/Toy Poodle,White
A918960,Trouble,2024-04-04,2024-11-30 18:03:00,240.0,Dog,Owner Surrender,Medical,Male,True,American Bulldog/Dalmatian,White/Black
A918024,Unknown,2022-12-01,2024-11-30 19:30:00,730.0,Dog,Stray,Injured,Female,True,Great Pyrenees,White
A918966,Bou,2021-12-02,2024-12-01 10:27:00,1095.0,Dog,Public Assist,Normal,Male,True,Pit Bull,Tan
A918969,*Noel,2020-12-02,2024-12-01 11:24:00,1460.0,Dog,Stray,Normal,Female,True,Affenpinscher Mix,Black
A913646,Luna,2024-05-05,2024-12-01 12:04:00,210.0,Cat,Owner Surrender,Normal,Female,False,Domestic Medium Hair,Black/White
A918973,Sky,2016-12-03,2024-12-01 12:36:00,2920.0,Dog,Stray,Normal,Female,False,Chihuahua Shorthair Mix,Cream/White
A918975,Kelly,2024-10-02,2024-12-01 12:41:00,60.0,Dog,Owner Surrender,Normal,Female,True,Plott Hound,Black Brindle/White
A918976,Coco Melon,2024-10-02,2024-12-01 12:41:00,60.0,Dog,Owner Surrender,Normal,Female,True,Labrador Retriever Mix,Tricolor
A918977,Brownie,2024-10-02,2024-12-01 12:41:00,60.0,Dog,Owner Surrender,Normal,Female,True,Plott Hound Mix,Brown Brindle/White
A915759,*Mr Pickles,2014-12-04,2024-12-01 13:05:00,3650.0,Dog,Owner Surrender,Normal,Male,False,Labrador Retriever Mix,Brown/Red
A918981,Rayito,2024-03-06,2024-12-01 13:11:00,270.0,Dog,Stray,Normal,Male,True,Pit Bull,Blue/White
A918986,,2024-11-01,2024-12-01 14:15:00,30.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,White/Brown
A918993,*Wilma,2024-11-01,2024-12-01 16:07:00,30.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Brown Tabby
A918983,Jaeger,2017-12-03,2024-12-01 16:25:00,2555.0,Dog,Public Assist,Normal,Male,False,Doberman Pinsch,Black
A918997,Petey,2016-12-03,2024-12-01 17:59:00,2920.0,Dog,Stray,Medical,Male,False,Shih Tzu,Black
A918998,Cocoa,2019-12-03,2024-12-01 18:13:00,1825.0,Dog,Stray,Normal,Male,True,Chow Chow/Alaskan Husky,Tan/White
A919027,*Marilyn,2021-12-03,2024-12-02 10:20:00,1095.0,Dog,Stray,Normal,Female,True,German Shepherd,Brown
A919033,Ginger,2022-12-03,2024-12-02 10:35:00,730.0,Dog,Stray,Normal,Female,True,Labrador Retriever Mix,Brown
A919035,*Sammy,2023-12-03,2024-12-02 10:35:00,365.0,Dog,Stray,Normal,Male,True,German Shepherd Mix,Black
A919036,Panini,2023-12-03,2024-12-02 10:47:00,365.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Tortie/White
A919039,,2022-12-03,2024-12-02 11:04:00,730.0,Cat,Stray,Normal,Male,False,Domestic Shorthair,Orange Tabby/White
A919037,,2024-03-07,2024-12-02 11:10:00,270.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair,Black
A919038,,2023-12-03,2024-12-02 11:10:00,365.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair,Orange Tabby/White
A919041,*Yuletide,2024-10-03,2024-12-02 11:21:00,60.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Brown Tabby/White
A919042,*Elfie,2024-10-03,2024-12-02 11:21:00,60.0,Cat,Stray,Normal,Female,True,Domestic Medium Hair,Blue Tabby/White
A919043,*Tinsel,2024-10-03,2024-12-02 11:21:00,60.0,Cat,Stray,Normal,Male,True,Domestic Medium Hair,Blue Tabby/White
A919045,*Garland,2024-04-06,2024-12-02 11:34:00,240.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair,Black
A919049,Nova,2024-08-04,2024-12-02 11:49:00,120.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Black
A919050,*Topper,2024-07-05,2024-12-02 11:49:00,150.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Black/White
A919047,Junior,2021-12-03,2024-12-02 11:58:00,1095.0,Dog,Owner Surrender,Normal,Male,False,Great Dane/Labrador Retriever,Brown/White
A919048,Bria,2022-12-03,2024-12-02 11:58:00,730.0,Dog,Owner Surrender,Normal,Female,False,Great Dane/Labrador Retriever,Black/White
A918970,*Jingle,2023-12-03,2024-12-02 11:58:00,365.0,Dog,Stray,Normal,Female,True,Pit Bull,Black/Brown
A904889,*Urban Cowboy,2022-12-03,2024-12-02 12:03:00,730.0,Dog,Owner Surrender,Normal,Male,False,Pit Bull,Brown/White
A916415,*Wednesday,2024-10-03,2024-12-02 12:21:00,60.0,Dog,Owner Surrender,Normal,Female,False,Great Pyrenees Mix,White
A919057,,2024-11-02,2024-12-02 12:39:00,30.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Orange Tabby
A919058,,2023-12-03,2024-12-02 12:39:00,365.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair,Black
A919055,Rookie,2024-10-03,2024-12-02 12:45:00,60.0,Dog,Stray,Sick,Male,True,German Shepherd Mix,Brown/Black
A919065,*Potter,2022-12-03,2024-12-02 12:52:00,730.0,Cat,Stray,Normal,Male,False,Siamese,Lynx Point
A919053,*Twinkle,2024-10-03,2024-12-02 12:55:00,60.0,Dog,Stray,Sick,Female,True,German Shepherd Mix,Brown/Black
A919061,,2024-11-02,2024-12-02 13:05:00,30.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair,Blue
A919062,Smokey,2024-10-03,2024-12-02 13:05:00,60.0,Cat,Owner Surrender,Normal,Male,True,Domestic Shorthair,Blue
A919063,,2024-10-03,2024-12-02 13:05:00,60.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair,Blue
A919064,,2024-11-02,2024-12-02 13:05:00,30.0,Cat,Owner Surrender,Normal,Male,True,Domestic Shorthair,Black
A916559,Ice,2024-08-04,2024-12-02 13:45:00,120.0,Cat,Owner Surrender,Normal,Male,False,Domestic Shorthair,Brown Tabby
A919070,Alan,2012-12-05,2024-12-02 14:03:00,4380.0,Dog,Public Assist,Normal,Male,False,Papillon Mix,White/Brown
A912035,Bruno,2024-07-05,2024-12-02 14:03:00,150.0,Dog,Public Assist,Normal,Male,False,Anatol Shepherd Mix,Tan/Black
A919071,*Frostbite,2020-12-03,2024-12-02 14:21:00,1460.0,Dog,Stray,Normal,Male,True,Yorkshire Terrier,White
A919069,Max,2015-12-05,2024-12-02 14:21:00,3285.0,Dog,Stray,Injured,Male,False,Yorkshire Terrier,Tan
A919081,,2024-11-11,2024-12-02 14:38:00,21.0,Cat,Stray,Neonatal,Male,True,Domestic Shorthair,Orange Tabby
A919080,,2024-11-11,2024-12-02 14:38:00,21.0,Cat,Stray,Neonatal,Male,True,Domestic Shorthair,Black
A919077,,2024-11-11,2024-12-02 14:38:00,21.0,Cat,Stray,Neonatal,Female,True,Domestic Shorthair,Brown Tabby
A919078,,2024-11-11,2024-12-02 14:38:00,21.0,Cat,Stray,Neonatal,Female,True,Domestic Shorthair,Brown Tabby
A919079,,2024-11-11,2024-12-02 14:38:00,21.0,Cat,Stray,Neonatal,Female,True,Domestic Shorthair,Brown Tabby
A919082,Snowdrift,2024-09-03,2024-12-02 15:22:00,90.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Brown Tabby
A919083,*Sparkle,2024-10-03,2024-12-02 15:22:00,60.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Brown Tabby
A919086,,2024-11-02,2024-12-02 15:41:00,30.0,Dog,Abandoned,Normal,Female,True,Pointer Mix,White/Black
A919084,*Pudding,2024-11-04,2024-12-02 15:41:00,28.0,Dog,Abandoned,Normal,Female,True,Pointer Mix,White/Black
A919085,,2024-11-02,2024-12-02 15:41:00,30.0,Dog,Abandoned,Normal,Female,True,Pointer Mix,White/Black
A919087,,2024-11-02,2024-12-02 15:41:00,30.0,Dog,Abandoned,Normal,Male,True,Pointer Mix,White
A919089,*Jolly,2024-08-04,2024-12-02 15:43:00,120.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,White/Gray
A919088,*Saint,2024-08-04,2024-12-02 15:43:00,120.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,White/Black
A919091,*Shimmer,2024-10-03,2024-12-02 16:19:00,60.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Brown Tabby
A919092,*Peppermint,2024-10-03,2024-12-02 16:19:00,60.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Brown Tabby
A919093,*Chilly,2024-10-03,2024-12-02 16:19:00,60.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Brown Tabby
A919094,*Willow,2024-07-05,2024-12-02 16:40:00,150.0,Dog,Stray,Normal,Female,True,German Shepherd Mix,Black/Tan
A919095,*Buffy,2023-12-03,2024-12-02 16:40:00,365.0,Dog,Stray,Normal,Female,True,German Shepherd Mix,Brown/Black
A919098,,2021-12-03,2024-12-02 17:55:00,1095.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Brown Tabby
A908408,Brisket,2022-12-04,2024-12-03 07:33:00,730.0,Dog,Public Assist,Normal,Male,False,French Bulldog,Brown/White
A919097,*Flurry,2023-12-04,2024-12-03 08:04:00,365.0,Cat,Stray,Injured,Male,True,Domestic Shorthair,Black/White
A919103,,2022-12-04,2024-12-03 08:11:00,730.0,Dog,Stray,Injured,Female,True,Pit Bull Mix,Black/Brown
A919104,*Periwinkle,2021-12-04,2024-12-03 08:18:00,1095.0,Dog,Stray,Injured,Female,True,Pit Bull,Blue
A778469,Tex,2014-12-06,2024-12-03 08:39:00,3650.0,Dog,Stray,Injured,Male,False,Jack Russell Terrier Mix,Brown/White
A919113,,2022-12-04,2024-12-03 10:55:00,730.0,Other,Wildlife,Normal,Unknown,,Bat,Brown/Gray
A919124,Rocky,2022-12-04,2024-12-03 11:09:00,730.0,Dog,Owner Surrender,Medical,Male,True,American Bulldog,Tan/White
A919116,*Starlight,2022-12-04,2024-12-03 11:19:00,730.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Brown Tabby/White
A919121,*Doug,2023-12-04,2024-12-03 11:34:00,365.0,Bird,Owner Surrender,Normal,Unknown,,Chicken,White
A919122,*Donnie,2023-12-04,2024-12-03 11:34:00,365.0,Bird,Owner Surrender,Normal,Unknown,,Chicken,White
A919127,Madonna,2023-12-04,2024-12-03 11:48:00,365.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Tortie
A919128,,2024-11-05,2024-12-03 12:13:00,28.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Black
A919132,*Cookie,2023-12-04,2024-12-03 12:27:00,365.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Brown Tabby/White
A919136,*Tigress,2024-11-03,2024-12-03 12:32:00,30.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Brown Tabby
